,Gender,Age,Frequency,Device,Genres,L_Fun,L_Competency,L_Break,L_Education,L_Fitness,L_Community,L_Professional,L_Challenge,L_Socialize
573,Female,18-24,3-5 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Sports;Music, dance or party",6,3,5,3,6,1,1,1,1
575,Female,18-24,3-5 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Action;Adventure;Strategy,7,3,7,1,1,1,1,4,1
577,Female,25-29,10-14 hours a week,Smartphone;PC/Laptop;Arcade,Arcade;Simulation;Puzzle;Adventure;Strategy;Role-playing;Sports;Board or card game;Educational;Logic game,7,7,7,7,1,1,1,5,1
578,Female,18-24,3-5 hours a week,PC/Laptop,Adventure;Logic game,7,4,1,4,1,7,3,6,6
579,Female,18-24,Less than 3 hours a week,PC/Laptop,Simulation,4,2,3,3,1,1,1,1,1
580,Male,18-24,6-9 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Action;Adventure,7,7,7,7,7,7,7,7,7
581,Female,18-24,Less than 3 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Arcade;Simulation;Puzzle;Racing,1,1,1,1,1,1,1,1,1
582,Male,18-24,10-14 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Action;Sports,7,4,6,4,1,2,1,1,2
583,Male,18-24,6-9 hours a week,"PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Action;Adventure;Role-playing,7,5,6,5,1,1,1,6,5
584,Female,18-24,3-5 hours a week,"Smartphone;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Puzzle;Adventure;Strategy;Sports;Board or card game,7,2,7,1,4,3,1,3,3
585,Female,18-24,Less than 3 hours a week,Smartphone,Logic game,4,5,6,6,5,7,5,4,7
586,Female,18-24,3-5 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Action;Adventure;Role-playing;Sports;Music, dance or party",7,6,3,5,5,3,2,3,2
587,Female,18-24,10-14 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Adventure;Strategy;Sports;Music, dance or party;Logic game",7,3,5,2,2,2,1,6,1
588,Female,18-24,3-5 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Simulation;Puzzle;Action;Adventure;Strategy;Sports;Music, dance or party;Board or card game;Educational;Logic game",7,2,4,3,4,1,1,1,1
589,Female,18-24,6-9 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Simulation;Puzzle;Action;Adventure;MMO;Strategy;Role-playing;Racing;Sports;Music, dance or party;Board or card game;Educational;Logic game",7,7,4,7,1,7,4,7,2
590,Female,18-24,Less than 3 hours a week,"Smartphone;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Role-playing;Racing,5,2,5,2,1,2,1,3,2
591,Female,25-29,3-5 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Adventure;Sports;Music, dance or party",7,4,6,3,5,3,1,3,2
592,Female,18-24,3-5 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Music, dance or party;Logic game",7,2,7,2,1,1,1,3,1
593,Male,30-34,10-14 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Arcade;Action;Adventure;Strategy;Role-playing;Sports,7,7,7,7,1,1,1,7,1
594,Female,18-24,Less than 3 hours a week,Smartphone,"Puzzle;Action;Strategy;Sports;Music, dance or party",6,2,4,2,3,1,1,3,3
595,Female,18-24,Less than 3 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Puzzle;Music, dance or party;Logic game",4,6,4,5,6,3,2,1,7
596,Female,18-24,6-9 hours a week,Smartphone,Educational;Logic game,7,1,5,5,1,2,1,4,1
597,Female,18-24,Less than 3 hours a week,Smartphone,"Music, dance or party",4,2,2,2,1,1,1,1,1
598,Female,18-24,Less than 3 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Adventure;Sports;Music, dance or party",6,2,3,4,5,2,1,3,2
599,Female,18-24,6-9 hours a week,Smartphone;PC/Laptop,Simulation;Role-playing,7,3,1,3,1,1,1,1,1
600,Female,18-24,3-5 hours a week,PC/Laptop,Simulation;Adventure;Role-playing;Logic game,7,6,5,1,1,3,1,1,2
601,Male,18-24,20 hours or more a week,"PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Simulation;Adventure;Sports,6,3,5,5,1,2,1,6,4
602,Female,18-24,3-5 hours a week,Smartphone;PC/Laptop,Adventure;MMO;Strategy;Role-playing,5,3,3,4,1,2,1,5,2
604,Female,18-24,Less than 3 hours a week,Smartphone,Action,2,4,2,5,3,4,2,4,3
605,Female,18-24,Less than 3 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Simulation;Puzzle;Action;Adventure;Strategy;Role-playing;Racing;Sports;Music, dance or party;Board or card game;Logic game",7,3,5,2,1,1,1,2,2
606,Female,18-24,3-5 hours a week,Smartphone,Puzzle,7,3,1,5,1,1,1,1,5
607,Female,25-29,Less than 3 hours a week,Smartphone,Arcade;Strategy,5,5,5,3,6,6,1,3,4
608,Female,18-24,Less than 3 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Simulation;Adventure;Strategy;Role-playing;Music, dance or party",7,6,4,2,1,5,7,7,5
609,Female,18-24,3-5 hours a week,Smartphone;PC/Laptop,"Simulation;Puzzle;Action;Adventure;Music, dance or party;Logic game",7,4,6,3,1,2,1,4,2
610,Female,18-24,Less than 3 hours a week,PC/Laptop,"Music, dance or party",7,6,6,5,5,5,5,5,5
613,Female,30-34,3-5 hours a week,"PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Puzzle;Adventure;Board or card game;Logic game,7,5,7,5,5,5,1,6,4
614,Female,18-24,3-5 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Adventure;Strategy;Sports;Music, dance or party",7,4,6,3,4,1,1,2,1
615,Female,18-24,Less than 3 hours a week,Smartphone,Strategy,5,1,4,1,2,1,1,1,1
616,Female,18-24,6-9 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Music, dance or party",6,4,5,5,5,6,3,4,5
617,Female,18-24,Less than 3 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Action;Adventure;Strategy;Role-playing;Racing;Sports;Music, dance or party;Logic game",7,3,4,2,4,3,3,4,1
618,Female,25-29,Less than 3 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Arcade;Simulation;Strategy;Role-playing,7,5,5,5,1,2,2,4,2
620,Male,18-24,3-5 hours a week,Smartphone;PC/Laptop,Simulation;Strategy,6,5,6,7,5,7,3,7,7
621,Female,18-24,6-9 hours a week,Smartphone;PC/Laptop,"Role-playing;Racing;Music, dance or party",7,5,7,1,1,1,1,4,1
622,Female,18-24,3-5 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Simulation;Action;Adventure,6,1,2,1,1,1,1,1,1
623,Male,18-24,6-9 hours a week,"Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Adventure,6,5,7,5,4,3,2,4,6
624,Female,18-24,Less than 3 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Action,6,4,5,1,1,1,1,1,1
626,Female,18-24,3-5 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Puzzle;Strategy;Sports;Board or card game;Logic game,7,3,6,5,5,2,1,5,3
627,Female,18-24,Less than 3 hours a week,Smartphone,Arcade,7,7,7,4,1,7,1,7,7
628,Female,18-24,3-5 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Simulation;Action;Adventure;Strategy;Role-playing;Racing;Sports;Music, dance or party;Board or card game;Logic game",6,2,4,3,2,1,1,2,2
629,Female,30-34,Less than 3 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Arcade",Arcade;Puzzle;Adventure;Educational;Logic game,7,6,7,7,4,3,1,5,4
630,Female,18-24,Less than 3 hours a week,"PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Simulation;Puzzle;Adventure;Role-playing;Logic game,7,5,5,3,3,4,1,3,3
631,Female,18-24,Less than 3 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Action;Adventure;Strategy;Role-playing;Sports;Music, dance or party;Board or card game;Educational;Logic game",7,4,7,5,4,3,1,6,5
632,Female,18-24,Less than 3 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Action;Adventure;Strategy;Logic game,6,3,6,2,1,1,1,1,1
633,Male,18-24,3-5 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Simulation;Action;Adventure;Strategy,7,4,7,5,4,4,1,3,2
634,Female,18-24,3-5 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Adventure;Role-playing;Music, dance or party;Educational",7,1,7,3,3,1,1,1,3
635,Female,18-24,6-9 hours a week,"Smartphone;PC/Laptop;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Action;Adventure;Music, dance or party;Board or card game",7,3,7,2,2,2,2,5,3
636,Female,18-24,Less than 3 hours a week,Smartphone,Logic game,5,1,4,1,1,1,1,4,1
638,Female,18-24,3-5 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Adventure,5,3,2,2,1,1,1,3,1
639,Female,18-24,Less than 3 hours a week,Smartphone,Arcade;Simulation;Puzzle;Action;Adventure,3,6,5,3,5,5,5,6,1
640,Female,18-24,3-5 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Role-playing;Action-RPG,7,4,6,4,1,3,1,5,2
641,Female,18-24,Less than 3 hours a week,Smartphone,Simulation,4,3,4,4,5,7,1,1,7
642,Male,25-29,6-9 hours a week,"PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Action;Adventure;Role-playing,7,1,7,1,1,1,1,2,1
644,Female,18-24,6-9 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Simulation;Action;Adventure;Strategy;Board or card game;Logic game,5,5,6,3,1,2,1,5,1
645,Female,18-24,Less than 3 hours a week,Smartphone,Simulation,7,4,5,3,1,5,4,4,6
647,Male,25-29,3-5 hours a week,Smartphone,Horror,6,1,1,1,1,7,7,7,7
648,Female,18-24,Less than 3 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Role-playing;Music, dance or party",5,6,5,4,4,4,1,4,2
649,Female,18-24,Less than 3 hours a week,Smartphone,Simulation;Puzzle;Role-playing;Board or card game;Educational;Logic game,7,4,7,2,5,1,1,3,1
650,Female,25-29,3-5 hours a week,Smartphone,Simulation;Puzzle,7,4,7,2,2,2,2,2,2
652,Female,18-24,3-5 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Simulation,5,6,4,6,5,5,6,5,1
654,Female,18-24,Less than 3 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Action;Adventure;Sports;Music, dance or party",7,3,5,3,3,3,3,2,3
655,Female,18-24,Less than 3 hours a week,PC/Laptop,Adventure,5,2,2,2,1,1,1,1,1
657,Female,18-24,6-9 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Simulation;Adventure;Sports;Music, dance or party",6,4,6,4,2,1,1,3,1
658,Female,18-24,6-9 hours a week,Smartphone,"Music, dance or party",5,2,6,4,3,4,6,6,5
659,Female,18-24,Less than 3 hours a week,Smartphone;Ipod,Role-playing,7,7,7,7,7,7,7,7,7
660,Male,18-24,10-14 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Adventure;MMO;Role-playing;Sports,7,2,6,3,1,1,1,5,2
661,Female,18-24,3-5 hours a week,"PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Arcade;Simulation;Adventure;Strategy;Role-playing,7,1,4,3,1,1,1,4,3
662,Female,18-24,Less than 3 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS);Arcade",Arcade;Simulation;Adventure;Role-playing;Sports;Educational;Logic game,7,5,6,5,3,1,1,1,1
663,Female,25-29,Less than 3 hours a week,Smartphone,Action,7,1,1,1,1,1,1,1,1
664,Female,18-24,Less than 3 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Adventure;Role-playing;Sports;Music, dance or party",4,3,3,3,3,2,1,2,1
667,Female,25-29,10-14 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Arcade;Simulation;Puzzle,5,4,5,3,1,1,1,3,4
668,Male,18-24,10-14 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Action;Strategy;Sports,6,4,6,6,6,7,6,5,6
670,Female,18-24,6-9 hours a week,Smartphone,Simulation;Puzzle;Strategy;Logic game,6,2,5,2,1,4,1,5,1
671,Female,18-24,3-5 hours a week,Smartphone,Puzzle;Role-playing;Logic game,7,5,4,2,1,5,1,1,3
672,Female,18-24,6-9 hours a week,"PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Action;Adventure,7,3,6,5,1,4,3,5,3
673,Female,18-24,3-5 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Action;Adventure;Strategy,7,1,7,1,1,1,1,2,1
674,Female,18-24,Less than 3 hours a week,Smartphone,Arcade,4,3,2,2,3,3,2,2,3
676,Female,18-24,Less than 3 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Sports;Music, dance or party",7,1,1,1,6,4,1,1,1
677,Male,18-24,3-5 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Sports,7,7,5,4,1,5,2,4,5
678,Male,18-24,10-14 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Simulation;Adventure;Strategy;Sports,6,6,7,6,2,6,4,5,7
679,Female,18-24,6-9 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Adventure;Logic game,7,3,7,2,5,1,1,1,2
680,Male,18-24,6-9 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Sports,7,4,1,4,1,5,1,1,4
681,Female,18-24,Less than 3 hours a week,"Smartphone;PC/Laptop;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Sports,7,6,4,7,6,6,5,7,7
682,Male,18-24,15-19 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Action;Adventure;Strategy;Role-playing,7,3,5,4,1,1,1,1,1
683,Male,18-24,15-19 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Adventure;Strategy;Sports;Logic game,6,7,5,2,1,4,4,5,7
684,Female,30-34,Less than 3 hours a week,Smartphone,Strategy;Logic game,6,5,6,6,6,5,4,4,1
685,Female,18-24,Less than 3 hours a week,Smartphone,Adventure,7,7,7,7,7,7,7,7,7
686,Female,25-29,6-9 hours a week,PC/Laptop,Simulation;Role-playing;Logic game,6,2,5,2,1,1,1,3,1
687,Female,18-24,Less than 3 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Action;Adventure;Strategy,7,4,4,1,1,1,1,4,1
688,Female,18-24,Less than 3 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Arcade;Adventure;Racing,5,4,5,3,3,4,4,5,3
689,Female,25-29,Less than 3 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Simulation;Action;Adventure;Sports;Music, dance or party",7,5,2,5,6,2,1,2,1
690,Female,18-24,10-14 hours a week,"PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Action,7,7,7,6,7,7,7,7,7
691,Female,18-24,Less than 3 hours a week,Smartphone;PC/Laptop,Role-playing,7,1,7,1,1,1,1,1,1
692,Female,18-24,3-5 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Simulation;Strategy;Board or card game;Logic game,6,4,5,3,1,2,1,4,2
693,Female,>45,Less than 3 hours a week,Smartphone,Puzzle;Educational;Logic game,7,4,5,6,1,1,1,1,1
694,Male,18-24,Less than 3 hours a week,Smartphone;PC/Laptop,Arcade;Simulation;Action;Adventure;Logic game,6,6,4,3,1,2,1,4,5
695,Female,18-24,20 hours or more a week,"PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Action;Role-playing,4,4,6,5,1,1,4,5,2
696,Female,18-24,10-14 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Simulation;Adventure;Sports;Logic game,4,2,3,2,2,4,1,4,3
697,Female,18-24,Less than 3 hours a week,Smartphone;PC/Laptop,Arcade;Simulation;Role-playing;Educational,4,4,5,5,5,3,4,6,4
698,Male,18-24,3-5 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Action,7,7,7,7,7,7,7,7,7
699,Female,25-29,6-9 hours a week,Smartphone,Arcade;Simulation;Puzzle;Action;Adventure;Strategy;Role-playing,6,3,6,5,1,1,1,5,1
701,Female,18-24,3-5 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Simulation;Puzzle;Music, dance or party;Board or card game;Logic game",6,3,3,2,2,2,1,3,2
702,Female,18-24,3-5 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Arcade;Simulation;Adventure;Strategy,5,4,6,3,1,2,1,6,4
703,Female,18-24,3-5 hours a week,"Smartphone;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Role-playing;Music, dance or party;Board or card game;Logic game",6,5,7,3,1,3,3,6,5
704,Female,18-24,3-5 hours a week,PC/Laptop,Simulation,7,3,7,1,1,1,1,5,1
706,Female,18-24,6-9 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Simulation;Adventure;Strategy;Music, dance or party;Logic game",7,5,5,3,1,3,1,3,1
707,Female,18-24,Less than 3 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Adventure;Music, dance or party;Educational",3,1,4,1,7,1,1,1,1
708,Female,18-24,Less than 3 hours a week,Smartphone,Simulation;Puzzle;Logic game,5,3,6,1,1,1,1,4,1
709,Female,25-29,6-9 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Adventure,5,1,2,1,1,1,1,3,1
711,Female,18-24,6-9 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Role-playing;Sports;Music, dance or party;Educational;Logic game",7,4,4,7,6,7,5,7,7
712,Female,18-24,3-5 hours a week,Smartphone,Simulation;Adventure;Sports,7,5,6,3,1,4,1,1,1
713,Female,18-24,Less than 3 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Arcade;Logic game,2,1,6,2,1,1,1,1,1
714,Female,25-29,Less than 3 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Action;Adventure;Music, dance or party",7,4,5,3,1,1,1,1,1
715,Female,25-29,6-9 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Avventura dinamica, stealth",7,2,5,3,2,2,2,3,3
716,Male,18-24,6-9 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Action;Racing;Sports,7,7,7,5,3,6,5,7,6
718,Female,18-24,Less than 3 hours a week,Smartphone,Arcade,4,2,7,2,1,1,1,7,1
719,Female,18-24,Less than 3 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Adventure;Role-playing;Sports;Music, dance or party",7,1,5,1,1,1,1,1,1
720,Female,18-24,6-9 hours a week,Smartphone;PC/Laptop,Puzzle;Action;Racing;Logic game,6,2,5,2,2,1,1,4,1
721,Male,18-24,6-9 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Arcade;Action;Adventure,5,6,7,5,1,5,5,4,6
722,Female,18-24,20 hours or more a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS);Arcade","Simulation;Action;Adventure;Strategy;Sports;Music, dance or party",7,7,7,7,7,7,7,7,7
723,Female,18-24,3-5 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Adventure;Role-playing;Racing;Music, dance or party",6,5,5,4,5,3,1,3,3
724,Female,18-24,10-14 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Simulation;Role-playing,6,5,6,4,1,1,1,4,1
725,Female,18-24,Less than 3 hours a week,Smartphone,Logic game,7,1,7,1,1,1,1,1,1
726,Female,18-24,3-5 hours a week,Smartphone,Strategy,7,3,5,1,1,2,1,2,1
727,Female,18-24,Less than 3 hours a week,Smartphone,Arcade;Logic game,6,2,2,3,2,2,1,3,1
728,Female,25-29,3-5 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Puzzle;Adventure;Logic game,6,5,5,1,1,1,1,1,1
729,Female,18-24,3-5 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Simulation,7,4,6,4,1,5,4,2,1
730,Female,18-24,Less than 3 hours a week,PC/Laptop,Adventure,7,1,5,1,1,1,1,5,1
731,Female,18-24,3-5 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS);Arcade",Arcade;Adventure;MMO,7,2,7,4,1,5,1,3,4
732,Male,18-24,6-9 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Arcade;Puzzle;Racing;Sports,7,5,7,3,3,1,1,5,1
733,Female,25-29,Less than 3 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Arcade;Puzzle;Action;Adventure,4,4,4,5,4,4,4,5,4
734,Female,18-24,Less than 3 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Strategy,4,2,6,6,1,3,2,4,5
735,Female,18-24,Less than 3 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Adventure;Role-playing,3,3,4,1,1,1,1,4,1
736,Female,18-24,Less than 3 hours a week,"PC/Laptop;Portable Console (PSP, PS Vita, Nintendo 3DS / DS)",Puzzle;Adventure;Role-playing;Logic game,6,5,7,5,1,1,1,2,1
737,Female,18-24,Less than 3 hours a week,Smartphone,Arcade;Simulation;Puzzle;Action,6,6,4,5,5,7,5,6,6
738,Female,18-24,Less than 3 hours a week,Smartphone;PC/Laptop;Arcade,"Arcade;Puzzle;Role-playing;Music, dance or party;Logic game",5,2,1,4,1,2,1,6,2
739,Female,18-24,3-5 hours a week,"PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Simulation;Music, dance or party",6,5,7,6,4,4,3,4,4
740,Female,18-24,6-9 hours a week,Smartphone,Action;Racing,7,7,6,4,3,2,2,2,1
741,Female,25-29,6-9 hours a week,"PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Simulation;Adventure;Role-playing,7,3,4,2,1,1,1,1,1
742,Male,30-34,3-5 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Adventure;Strategy;Role-playing,6,2,4,4,4,6,3,6,6
743,Female,30-34,Less than 3 hours a week,"Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)","Arcade;Music, dance or party",3,2,5,1,1,1,1,5,1
744,Female,25-29,Less than 3 hours a week,Smartphone;PC/Laptop,Arcade;Simulation;Puzzle;Action;Adventure;Strategy;Logic game,5,5,5,4,3,4,4,4,3
745,Female,18-24,Less than 3 hours a week,Arcade,Arcade;Puzzle;Strategy;Logic game,6,3,6,4,4,4,3,4,5
746,Male,18-24,Less than 3 hours a week,"Smartphone;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch);Portable Console (PSP, PS Vita, Nintendo 3DS / DS)","Arcade;Adventure;Strategy;Music, dance or party;Logic game",7,4,6,5,4,1,1,5,1
747,Female,30-34,3-5 hours a week,Smartphone,Simulation;Strategy;Logic game,5,5,7,5,1,1,1,1,1
748,Female,18-24,6-9 hours a week,"Smartphone;PC/Laptop;Gaming Console (Playstation, Xbox or Nintendo Wii / U / Switch)",Arcade;Action;Strategy;Role-playing;Logic game,7,6,7,6,5,7,5,5,7
